TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeTransactionDifference,TransactionRate,AverageTransaction
TX000457,AC00434,188.7,2023-02-10 16:01:04,Debit,New York,D000501,55.139.104.163,M099,Branch,54,Retired,123,1,5077.06,2024-11-04 08:09:59,632.6728587962963,0.03716717943061535,0.2982584085541693
TX000458,AC00290,93.52,2023-08-14 17:41:24,Debit,Philadelphia,D000430,190.251.45.32,M011,Online,51,Engineer,97,1,2791.2,2024-11-04 08:08:04,447.60185185185185,0.03350530237890513,0.2089356860635899
TX000459,AC00021,275.92,2023-09-18 18:47:52,Credit,Nashville,D000315,112.196.12.19,M042,Branch,62,Retired,107,1,1777.38,2024-11-04 08:07:39,412.5554050925926,0.1552397348906818,0.6688071386146872
TX000460,AC00499,376.79,2023-01-30 17:47:18,Debit,Milwaukee,D000242,143.212.47.226,M039,Branch,68,Retired,265,1,7749.14,2024-11-04 08:08:44,643.5982175925926,0.04862346015170716,0.585442889213397
TX000461,AC00148,8.98,2023-08-21 16:07:13,Debit,Detroit,D000229,188.225.207.71,M063,Online,66,Retired,56,1,4516.76,2024-11-04 08:10:53,440.66921296296294,0.001988150798359886,0.02037809707562835
TX000462,AC00200,697.32,2023-05-11 16:30:04,Debit,Atlanta,D000277,163.58.140.206,M080,Online,68,Retired,91,1,2016.02,2024-11-04 08:11:18,542.6536342592592,0.3458894257001419,1.285018575342015
TX000463,AC00074,17.45,2023-09-13 16:41:19,Debit,Omaha,D000630,28.149.72.129,M059,ATM,18,Student,88,1,1959.52,2024-11-04 08:09:39,417.6446759259259,0.008905242100106148,0.041781928528869736
TX000464,AC00417,302.16,2023-10-18 17:47:52,Debit,Kansas City,D000123,84.237.126.96,M014,Online,80,Retired,138,5,3876.61,2024-11-04 08:07:38,382.59706018518517,0.07794438955685509,0.7897603809442448
TX000465,AC00182,442.74,2023-10-16 17:47:41,Debit,San Diego,D000563,141.241.241.128,M019,Branch,23,Student,136,1,1790.27,2024-11-04 08:09:45,384.5986574074074,0.247303479363448,1.1511740654128264
TX000466,AC00177,623.9,2023-08-08 17:44:21,Debit,San Jose,D000162,206.84.69.39,M005,ATM,27,Student,249,1,711.47,2024-11-04 08:10:15,453.60131944444447,0.8769168060494469,1.3754369161979765
TX000467,AC00063,445.41,2023-11-20 16:27:31,Debit,Fresno,D000039,185.23.87.107,M015,ATM,35,Doctor,235,3,12154.66,2024-11-04 08:08:08,349.6532060185185,0.036645204390743966,1.2738621935484555
TX000468,AC00300,63.41,2023-11-24 17:29:06,Debit,Fort Worth,D000116,141.241.241.128,M035,ATM,26,Student,36,1,1546.22,2024-11-04 08:07:15,345.6098263888889,0.04100968814269638,0.18347279260702926
TX000469,AC00218,346.85,2023-11-03 18:33:50,Debit,Kansas City,D000128,13.149.61.4,M025,ATM,44,Doctor,88,1,7208.15,2024-11-04 08:10:25,366.56707175925925,0.04811914291461749,0.9462115577795043
TX000470,AC00036,71.95,2023-02-13 16:39:52,Credit,Omaha,D000410,162.58.247.55,M100,Online,59,Engineer,53,1,9267.32,2024-11-04 08:06:23,629.6434143518519,0.007763841110482859,0.11427102763246488
TX000471,AC00371,7.5,2023-02-17 16:08:54,Debit,Dallas,D000181,203.197.235.35,M054,Online,63,Retired,36,1,6485.78,2024-11-04 08:11:28,625.668449074074,0.0011563759486137365,0.01198717948955112
TX000472,AC00398,206.46,2023-11-27 18:26:02,Debit,Virginia Beach,D000620,110.150.1.201,M013,ATM,65,Retired,279,1,3984.38,2024-11-04 08:06:44,342.5699305555556,0.051817346739015856,0.602679866458734
TX000473,AC00213,423.11,2023-07-25 18:41:02,Debit,Columbus,D000113,64.57.44.102,M055,ATM,60,Engineer,47,1,412.78,2024-11-04 08:10:58,467.5624537037037,1.025025437278938,0.9049272383794243
TX000474,AC00464,35.84,2023-03-28 17:23:54,Credit,Colorado Springs,D000422,35.73.67.98,M013,Online,54,Retired,172,1,4795.65,2024-11-04 08:10:57,586.6160069444444,0.007473439471187431,0.0610961848563983
TX000475,AC00219,88.6,2023-02-14 17:01:44,Credit,Raleigh,D000403,170.54.231.239,M054,Branch,28,Student,105,1,246.57,2024-11-04 08:08:47,628.6298958333333,0.3593300077057225,0.1409414356320881
TX000476,AC00464,1431.3,2023-09-04 18:46:40,Debit,Oklahoma City,D000563,7.105.184.86,M082,ATM,18,Student,168,1,1058.13,2024-11-04 08:11:20,426.5587962962963,1.3526693317456266,3.355457705778479
TX000477,AC00442,53.81,2023-10-16 16:55:44,Credit,Raleigh,D000663,34.86.220.205,M079,ATM,55,Engineer,37,2,2564.62,2024-11-04 08:12:05,384.63635416666665,0.02098166589982142,0.13989837262414256
TX000478,AC00054,22.46,2023-05-17 16:03:51,Debit,New York,D000602,147.119.62.178,M087,Online,54,Retired,78,1,6631.5,2024-11-04 08:07:46,536.6693865740741,0.003386865716655357,0.041850719571275466
TX000479,AC00392,334.89,2023-07-20 18:23:13,Debit,Fort Worth,D000697,32.13.122.242,M040,Online,21,Student,260,1,1661.68,2024-11-04 08:08:44,472.57327546296295,0.20153699870011071,0.7086520067642851
TX000480,AC00350,319.27,2023-07-20 16:58:05,Credit,Omaha,D000457,214.67.148.245,M068,Online,54,Retired,59,1,5504.01,2024-11-04 08:06:35,472.6309027777778,0.058006798679508205,0.6755165566270954
TX000481,AC00306,144.3,2023-12-08 17:24:44,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,18,Student,88,1,312.19,2024-11-04 08:10:39,331.6152199074074,0.46221852077260644,0.4351428744443365
TX000482,AC00229,348.7,2023-05-02 17:13:45,Credit,Fresno,D000175,142.184.68.230,M067,Branch,69,Retired,149,1,2445.58,2024-11-04 08:06:58,551.6202893518519,0.14258376336083875,0.6321377344726005
TX000483,AC00148,366.21,2023-01-12 17:57:06,Debit,Oklahoma City,D000483,210.160.90.52,M052,ATM,62,Doctor,181,1,10862.99,2024-11-04 08:11:36,661.5934027777778,0.033711712889361034,0.5535272849796026
TX000484,AC00305,99.11,2023-05-01 16:58:41,Debit,Philadelphia,D000195,42.219.228.159,M015,Online,55,Retired,12,1,5414.87,2024-11-04 08:09:35,552.6325694444445,0.018303301833654362,0.1793415833229558
TX000485,AC00329,539.35,2023-05-22 17:34:50,Debit,Milwaukee,D000051,216.32.4.105,M002,ATM,55,Retired,127,1,3919.44,2024-11-04 08:11:49,531.6090162037037,0.13760894413487643,1.0145614230766358
TX000486,AC00400,188.99,2023-06-08 16:43:06,Debit,Oklahoma City,D000551,200.136.146.93,M065,Branch,58,Engineer,92,1,7315.34,2024-11-04 08:07:32,514.6419675925926,0.025834752725095486,0.3672261725643228
TX000487,AC00148,1416.69,2023-01-16 17:00:11,Debit,Nashville,D000418,219.98.242.240,M015,ATM,46,Engineer,58,1,3740.73,2024-11-04 08:11:35,657.6329166666667,0.37872019632531617,2.1542261101843163
TX000488,AC00128,710.14,2023-03-08 16:20:43,Debit,El Paso,D000667,83.207.115.164,M059,ATM,26,Student,227,1,465.63,2024-11-04 08:12:20,606.6608449074074,1.5251165088160128,1.1705716727249575
TX000489,AC00463,308.68,2023-02-27 17:14:10,Debit,Milwaukee,D000391,86.220.59.252,M064,Online,53,Doctor,170,1,9992.36,2024-11-04 08:10:16,615.6222916666667,0.030891601183304043,0.5014113429263818
TX000490,AC00256,166.68,2023-03-27 18:47:56,Debit,Mesa,D000130,187.52.200.18,M008,ATM,57,Retired,139,1,5141.19,2024-11-04 08:12:19,587.558599537037,0.032420509648544406,0.28368234271668297
TX000491,AC00166,0.99,2023-09-13 16:55:14,Debit,Los Angeles,D000503,187.199.178.27,M029,ATM,45,Engineer,133,1,4317.85,2024-11-04 08:09:12,417.6346990740741,0.00022928077631228502,0.0023704926870178667
TX000492,AC00318,505.19,2023-03-14 16:25:04,Debit,Kansas City,D000660,60.89.202.192,M023,ATM,30,Doctor,128,5,5326.68,2024-11-04 08:10:19,600.6564236111111,0.09484143969602078,0.8410631771201703
TX000493,AC00213,66.58,2023-12-04 17:06:43,Debit,Raleigh,D000419,20.147.6.179,M040,Branch,23,Student,79,1,1636.32,2024-11-04 08:08:48,335.62644675925924,0.040688862814119486,0.19837530874841047
TX000494,AC00075,223.43,2023-02-08 17:59:42,Debit,Dallas,D000095,198.73.211.114,M091,Branch,77,Retired,178,1,7932.41,2024-11-04 08:09:38,634.5902314814815,0.028166723606066757,0.3520854701440832
TX000495,AC00498,659.95,2023-09-20 16:59:45,Debit,Detroit,D000665,94.227.164.192,M044,Online,60,Engineer,114,1,3927.69,2024-11-04 08:06:26,410.6296412037037,0.16802497142086062,1.60716600502937
TX000496,AC00039,634.86,2023-08-10 16:28:55,Debit,Chicago,D000151,122.94.26.104,M009,ATM,27,Student,45,1,588.5,2024-11-04 08:08:00,451.6521412037037,1.0787765505522515,1.4056393008744004
TX000497,AC00114,286.5,2023-10-23 16:58:04,Credit,Boston,D000602,16.128.130.153,M097,Branch,30,Engineer,60,1,8517.95,2024-11-04 08:09:17,377.63278935185184,0.03363485345652416,0.7586735264480948
TX000498,AC00326,322.96,2023-11-27 16:21:20,Credit,Philadelphia,D000275,135.29.211.116,M033,Branch,76,Retired,168,1,2401.59,2024-11-04 08:11:24,342.65976851851855,0.13447757527304827,0.9425092458222042
TX000499,AC00450,654.48,2023-08-07 16:37:06,Debit,Columbus,D000277,148.112.151.27,M047,Branch,19,Student,114,1,6776.41,2024-11-04 08:10:17,454.64804398148146,0.09658211353799431,1.439531102495314
TX000500,AC00325,157.97,2023-06-21 16:00:51,Debit,Philadelphia,D000635,89.237.88.251,M009,Branch,48,Doctor,140,1,5529.92,2024-11-04 08:10:06,501.67309027777776,0.028566416874023493,0.3148863334737201
TX000501,AC00433,120.9,2023-07-12 16:17:27,Debit,Tucson,D000195,200.136.146.93,M074,Branch,40,Doctor,52,1,9009.42,2024-11-04 08:08:19,480.6603240740741,0.013419287812090014,0.2515289778346012
TX000502,AC00284,254.77,2023-01-18 16:47:29,Debit,Denver,D000216,16.128.130.153,M031,Branch,57,Engineer,57,1,5994.87,2024-11-04 08:07:07,655.6386342592592,0.04249800245876892,0.38858295818372457
TX000503,AC00103,795.96,2023-09-28 17:53:43,Debit,Raleigh,D000283,54.252.249.33,M014,Online,65,Retired,119,1,5468.58,2024-11-04 08:08:26,402.59355324074073,0.14555149600078998,1.9770808389572898
TX000504,AC00080,149.25,2023-04-10 16:38:45,Debit,Omaha,D000604,3.77.114.6,M067,ATM,39,Engineer,142,1,5677.52,2024-11-04 08:07:41,573.6450925925926,0.026287886260198113,0.2601782912941235
TX000505,AC00052,3.42,2023-09-25 16:14:35,Credit,San Antonio,D000484,151.247.130.190,M092,Online,43,Doctor,158,1,14180.21,2024-11-04 08:08:48,405.662650462963,0.00024118119548300062,0.00843065043354847
TX000506,AC00095,68.19,2023-03-14 16:07:32,Credit,Fresno,D000589,134.140.85.231,M026,Online,40,Doctor,189,1,9895.1,2024-11-04 08:07:50,600.666875,0.006891289628199815,0.1135238230008938
TX000507,AC00327,493.42,2023-06-14 17:21:32,Debit,Baltimore,D000474,28.149.72.129,M039,Branch,39,Engineer,111,1,2232.84,2024-11-04 08:10:01,508.61700231481484,0.22098314254492035,0.9701209313773422
TX000508,AC00491,37.57,2023-04-26 18:35:50,Debit,El Paso,D000422,173.135.78.201,M048,ATM,57,Retired,42,1,7739.54,2024-11-04 08:09:21,557.5649421296297,0.004854293666031831,0.06738228529308296
TX000509,AC00353,127.0,2023-09-15 17:09:41,Credit,Nashville,D000024,154.138.163.229,M015,Branch,19,Student,68,5,431.16,2024-11-04 08:10:12,415.62535879629627,0.2945542258094443,0.3055636459907261
TX000510,AC00266,96.89,2023-03-16 16:02:01,Debit,Sacramento,D000295,136.105.231.135,M005,ATM,59,Retired,53,1,6044.93,2024-11-04 08:11:06,598.672974537037,0.016028308020109412,0.16184127916401525
TX000511,AC00167,448.33,2023-05-01 16:11:56,Debit,Atlanta,D000452,142.148.226.178,M031,ATM,25,Student,161,1,922.19,2024-11-04 08:09:44,552.6651388888889,0.48615795009705154,0.8112145464817077
TX000512,AC00153,1116.48,2023-09-18 17:44:50,Debit,San Diego,D000633,164.75.163.220,M057,ATM,51,Engineer,55,1,447.53,2024-11-04 08:11:35,412.6019097222222,2.4947601278126608,2.705949666475496
TX000513,AC00012,8.65,2023-06-05 17:08:37,Debit,Las Vegas,D000309,200.136.146.93,M037,Online,48,Doctor,273,1,10778.35,2024-11-04 08:09:03,517.6253009259259,0.0008025347107859737,0.01671092967157308
TX000514,AC00469,65.57,2023-04-06 17:24:16,Debit,Miami,D000649,1.198.76.182,M039,Online,41,Engineer,82,1,7513.79,2024-11-04 08:06:26,577.6126157407407,0.008726621318934917,0.11351898870129742
TX000515,AC00127,539.81,2023-02-21 16:14:16,Debit,San Francisco,D000632,51.196.87.214,M064,Online,46,Engineer,177,1,2051.25,2024-11-04 08:09:05,621.6630671296297,0.26316148689823277,0.8683321055124518
TX000516,AC00480,363.53,2023-01-18 17:03:54,Debit,Kansas City,D000131,134.140.85.231,M068,ATM,63,Retired,142,1,1038.91,2024-11-04 08:10:57,655.6298958333333,0.34991481456526546,0.5544744105024955
TX000517,AC00092,64.9,2023-02-14 16:23:39,Credit,Detroit,D000165,45.246.89.225,M043,Branch,51,Retired,72,1,6854.61,2024-11-04 08:10:18,628.6573958333333,0.00946808060560703,0.10323588083135506
TX000518,AC00122,358.18,2023-04-10 16:44:52,Debit,Boston,D000650,100.198.165.4,M028,ATM,18,Student,157,1,619.86,2024-11-04 08:07:58,573.6410416666666,0.5778401574549091,0.6243974436684963
TX000519,AC00067,167.2,2023-01-18 17:53:37,Debit,San Antonio,D000002,56.67.227.142,M036,Branch,30,Doctor,84,1,11320.83,2024-11-04 08:06:52,655.5925347222222,0.014769235117919798,0.25503646113182704
TX000520,AC00014,121.91,2023-06-26 18:39:52,Debit,Chicago,D000264,135.29.211.116,M015,Branch,60,Doctor,133,1,14510.8,2024-11-04 08:08:59,496.5618865740741,0.008401328665545663,0.24550816987000915
TX000521,AC00098,137.57,2023-12-11 17:26:22,Debit,Louisville,D000218,40.10.25.102,M067,Online,54,Engineer,70,1,5103.67,2024-11-04 08:11:22,328.6145833333333,0.02695511269341474,0.4186363204108156
TX000522,AC00345,534.62,2023-12-05 17:51:28,Debit,Oklahoma City,D000354,178.34.103.183,M007,Online,55,Doctor,45,1,13793.53,2024-11-04 08:06:35,334.59383101851853,0.038758751385613396,1.5978178628475992
TX000523,AC00360,463.92,2023-03-13 16:41:12,Debit,Mesa,D000533,199.103.32.145,M010,Online,50,Engineer,199,1,2403.39,2024-11-04 08:09:14,601.6444675925926,0.19302734886972153,0.7710866217324654
TX000524,AC00043,320.14,2023-01-31 16:58:42,Debit,Milwaukee,D000141,83.182.211.68,M021,Online,60,Retired,96,1,3075.97,2024-11-04 08:07:40,642.6312268518518,0.10407773807937008,0.49817062511623494
TX000525,AC00295,214.93,2023-05-15 17:02:15,Debit,Albuquerque,D000038,23.255.214.209,M038,Online,28,Student,52,1,7835.4,2024-11-04 08:08:51,538.6295833333334,0.027430635321744903,0.39903118330392484
TX000526,AC00313,660.02,2023-10-12 16:57:36,Debit,Nashville,D000462,77.7.223.184,M053,Branch,20,Student,84,1,414.43,2024-11-04 08:08:35,388.63262731481484,1.5925970610235745,1.6983134034841232
TX000527,AC00173,345.81,2023-06-26 16:10:57,Debit,Raleigh,D000417,191.82.103.198,M099,Branch,40,Engineer,135,1,6116.8,2024-11-04 08:12:14,496.6675578703704,0.05653446246403348,0.6962604956175856
TX000528,AC00364,143.54,2023-10-16 16:06:05,Debit,Philadelphia,D000432,83.207.115.164,M096,ATM,71,Retired,80,1,6067.62,2024-11-04 08:08:22,384.6682523148148,0.023656722075541974,0.37315270791447064
TX000529,AC00339,42.55,2023-03-31 18:57:11,Debit,Seattle,D000034,40.192.99.27,M013,Branch,53,Engineer,29,1,7341.43,2024-11-04 08:10:32,583.5509375,0.005795873555969341,0.07291565699866602
TX000530,AC00265,1063.25,2023-01-17 16:48:10,Credit,Omaha,D000029,87.50.72.69,M070,Online,21,Student,128,1,1240.71,2024-11-04 08:07:39,656.6385300925926,0.8569689935601389,1.6192318167044981
TX000531,AC00369,541.79,2023-08-11 16:43:45,Debit,Mesa,D000558,93.169.212.219,M098,ATM,22,Student,125,1,1454.08,2024-11-04 08:11:29,450.6442592592593,0.3725998569542254,1.2022565224520119
TX000532,AC00033,40.57,2023-02-13 17:02:27,Debit,Columbus,D000380,173.252.44.183,M096,Branch,26,Student,63,1,1476.91,2024-11-04 08:06:37,629.6278935185185,0.02746951405298901,0.06443488355206863
TX000533,AC00077,120.24,2023-08-28 16:52:22,Debit,Milwaukee,D000570,49.29.37.185,M087,Branch,18,Student,131,2,1943.13,2024-11-04 08:08:20,433.63608796296296,0.061879544858038316,0.2772831951437348
TX000534,AC00437,498.67,2023-12-05 16:19:23,Debit,Miami,D000690,89.6.100.149,M036,Online,28,Student,244,1,1719.97,2024-11-04 08:08:24,334.65903935185185,0.2899294755141078,1.4900837609699564
TX000535,AC00152,227.22,2023-03-27 18:52:04,Debit,El Paso,D000350,197.187.216.106,M074,ATM,53,Doctor,220,1,832.82,2024-11-04 08:11:56,587.5554629629629,0.27283206455176384,0.3867209384015599
TX000536,AC00161,1182.86,2023-12-11 16:06:51,Debit,Tucson,D000673,96.24.89.146,M050,Online,30,Engineer,34,1,7696.16,2024-11-04 08:08:58,328.6681365740741,0.15369482962932163,3.5989494215342384
TX000537,AC00125,56.94,2023-12-11 16:52:47,Credit,Charlotte,D000542,69.82.61.135,M043,Online,76,Retired,74,1,7004.63,2024-11-04 08:07:42,328.6353587962963,0.008128909021604281,0.17326194055489352
TX000538,AC00311,629.82,2023-07-17 16:22:23,Debit,Colorado Springs,D000198,17.87.7.140,M056,ATM,68,Retired,159,1,6385.69,2024-11-04 08:11:59,475.65944444444443,0.09862990530389043,1.3240985906116305
TX000539,AC00183,59.44,2023-06-13 17:52:56,Debit,Chicago,D000479,64.15.0.66,M002,Online,35,Engineer,176,1,5472.03,2024-11-04 08:06:34,509.5928009259259,0.010862513546161114,0.11664215014811435
TX000540,AC00407,186.69,2023-12-29 16:38:21,Debit,New York,D000546,162.151.179.167,M015,Branch,30,Engineer,54,1,8602.22,2024-11-04 08:08:12,310.6457291666667,0.02170253725201169,0.6009739792683184
TX000541,AC00093,230.46,2023-04-25 17:33:27,Debit,Mesa,D000401,59.132.247.252,M003,Online,19,Student,179,1,162.53,2024-11-04 08:08:50,558.6079050925925,1.4179536085645728,0.4125612937070769
TX000542,AC00314,65.09,2023-02-28 17:58:02,Credit,Seattle,D000434,144.91.150.133,M066,Online,44,Engineer,159,1,9370.9,2024-11-04 08:09:41,614.5914236111112,0.00694597103800062,0.10590775838939522
TX000543,AC00467,457.09,2023-05-25 16:52:57,Credit,Nashville,D000278,21.97.154.92,M033,Online,55,Engineer,63,1,8570.82,2024-11-04 08:08:45,528.6359722222222,0.05333095316434133,0.8646592816575362
TX000544,AC00316,552.02,2023-11-30 16:51:46,Credit,Chicago,D000061,156.173.170.140,M048,ATM,44,Engineer,100,1,522.08,2024-11-04 08:09:25,339.63725694444446,1.0573475329451425,1.6253222775565392
TX000545,AC00145,377.12,2023-08-14 17:12:27,Debit,Houston,D000321,112.56.160.202,M049,ATM,34,Engineer,61,1,836.67,2024-11-04 08:11:40,447.6244560185185,0.4507392400827089,0.8424919481709424
TX000546,AC00045,204.56,2023-09-11 17:51:17,Credit,San Diego,D000094,44.197.126.59,M013,Branch,18,Student,179,1,364.72,2024-11-04 08:10:26,419.5966319444444,0.5608686115376179,0.48751582931457904
TX000547,AC00005,420.28,2023-05-17 17:28:25,Debit,Washington,D000677,110.150.1.201,M002,Branch,35,Doctor,144,1,8557.32,2024-11-04 08:09:01,536.6115277777777,0.049113507500011686,0.7832109044329866
TX000548,AC00456,97.09,2023-04-10 18:26:56,Debit,Fort Worth,D000164,221.206.44.63,M052,ATM,24,Student,202,4,1579.57,2024-11-04 08:06:33,573.5691782407407,0.061466095203124904,0.1692733913942095
TX000549,AC00041,124.59,2023-05-05 17:32:18,Debit,Charlotte,D000037,85.239.236.80,M025,Branch,27,Student,171,1,129.29,2024-11-04 08:09:21,548.6090625,0.9636476138912523,0.22710160753131925
TX000550,AC00257,73.88,2023-01-02 16:27:18,Debit,Charlotte,D000611,142.148.226.178,M015,Online,39,Doctor,34,1,6474.41,2024-11-04 08:09:09,671.6540625,0.0114110783839763,0.10999710137240477
TX000551,AC00356,77.43,2023-01-19 16:11:12,Debit,Raleigh,D000403,100.137.90.188,M047,Online,21,Student,169,1,1380.21,2024-11-04 08:06:33,654.6634375,0.056100158671506514,0.11827451414682068
TX000552,AC00465,106.16,2023-04-14 17:21:48,Debit,Phoenix,D000673,48.89.167.189,M098,ATM,56,Doctor,277,4,7487.79,2024-11-04 08:08:51,569.6160069444444,0.014177748040476562,0.18637116707704102
TX000553,AC00158,245.93,2023-06-06 18:53:35,Debit,Fresno,D000096,219.98.242.240,M054,Branch,54,Engineer,172,1,7986.63,2024-11-04 08:11:58,516.5544328703704,0.030792712320465578,0.4760969693618257
TX000554,AC00086,622.41,2023-12-11 16:57:41,Debit,Indianapolis,D000680,134.222.122.238,M100,ATM,64,Doctor,125,1,7322.01,2024-11-04 08:07:48,328.632025462963,0.08500534689245165,1.8939420134820242
TX000555,AC00322,43.73,2023-04-03 16:43:29,Debit,Omaha,D000631,194.88.79.54,M011,ATM,34,Doctor,145,1,9929.43,2024-11-04 08:10:33,580.6437962962963,0.00440407958966426,0.07531295482520758
TX000556,AC00433,1282.86,2023-05-15 16:52:40,Debit,Austin,D000388,62.251.170.72,M070,Branch,19,Student,68,1,1830.98,2024-11-04 08:07:32,538.6353240740741,0.7006411866869108,2.3816856092853995
TX000557,AC00083,2.03,2024-01-01 16:07:05,Credit,Detroit,D000271,112.86.148.212,M012,ATM,33,Engineer,28,1,3012.31,2024-11-04 08:08:50,307.66788194444445,0.0006739014244881834,0.006598023775411684
TX000558,AC00402,770.65,2023-07-05 17:49:26,Debit,Jacksonville,D000119,161.161.26.115,M016,Online,31,Doctor,137,1,7198.8,2024-11-04 08:09:01,487.5969328703704,0.10705256431627493,1.5805062502410785
TX000559,AC00317,260.31,2023-02-28 16:46:55,Debit,Austin,D000404,195.226.203.234,M065,Branch,63,Doctor,113,1,10980.38,2024-11-04 08:12:03,614.6424537037037,0.023706829818275873,0.4235145138957254
TX000560,AC00030,356.1,2023-10-25 16:13:39,Credit,Fort Worth,D000441,167.164.55.0,M043,Branch,26,Student,187,1,868.35,2024-11-04 08:11:02,375.664849537037,0.4100880981171187,0.9479194032629127
TX000561,AC00114,27.07,2023-03-06 17:39:01,Credit,Virginia Beach,D000046,52.169.116.164,M004,Branch,80,Retired,39,1,3773.29,2024-11-04 08:09:57,608.6048148148149,0.0071741106567478246,0.04447878055029323
TX000562,AC00301,119.89,2023-12-19 17:11:31,Debit,Tucson,D000013,166.79.195.157,M004,ATM,67,Doctor,60,1,6697.77,2024-11-04 08:09:02,320.62327546296297,0.017899987607815734,0.373927937162033
TX000563,AC00216,106.39,2023-02-13 18:42:09,Debit,Virginia Beach,D000485,211.42.9.0,M003,Online,37,Doctor,281,1,9410.99,2024-11-04 08:10:32,629.5613773148148,0.01130486803194988,0.16899067165424164
TX000564,AC00223,12.04,2023-11-15 16:08:52,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,37,Engineer,58,1,6213.32,2024-11-04 08:08:25,354.6663541666667,0.001937772398653216,0.03394739833241159
TX000565,AC00413,365.7,2023-01-27 16:35:40,Debit,Houston,D000051,81.248.235.147,M045,Branch,21,Student,115,2,368.78,2024-11-04 08:10:17,646.6490393518518,0.9916481371007105,0.5655308795734821
TX000566,AC00086,29.38,2023-02-15 16:30:09,Credit,Baltimore,D000053,139.23.212.102,M064,Branch,28,Student,63,1,1663.31,2024-11-04 08:11:08,627.6534606481481,0.017663574438919985,0.046809269512607575
TX000567,AC00216,319.85,2023-07-26 16:44:22,Debit,Denver,D000589,219.31.152.129,M083,ATM,60,Doctor,148,1,711.66,2024-11-04 08:07:45,466.6412384259259,0.4494421493409775,0.6854302056091698
TX000568,AC00240,350.14,2023-03-24 18:50:42,Credit,Los Angeles,D000182,161.168.126.136,M048,Online,75,Retired,38,1,2403.25,2024-11-04 08:08:40,590.5541435185186,0.14569437220430667,0.5929007591308524
TX000569,AC00298,163.94,2023-08-03 18:49:37,Credit,Virginia Beach,D000352,154.48.233.165,M041,Branch,52,Retired,73,1,5957.37,2024-11-04 08:09:51,458.5557175925926,0.02751885479666363,0.35751380630620283
TX000570,AC00460,170.53,2023-02-06 18:59:44,Debit,Oklahoma City,D000140,158.135.64.240,M089,Branch,24,Student,58,1,801.01,2024-11-04 08:09:49,636.5486689814815,0.21289372167638357,0.26789781883113334
TX000571,AC00424,262.22,2023-07-13 17:48:24,Credit,Baltimore,D000006,177.116.108.246,M080,ATM,40,Engineer,136,1,5711.71,2024-11-04 08:12:12,479.5998611111111,0.04590919356900123,0.5467474477421717
TX000572,AC00434,41.49,2023-04-24 16:47:20,Debit,Albuquerque,D000422,32.71.250.58,M027,Online,24,Student,13,1,928.33,2024-11-04 08:12:03,559.6421643518519,0.04469315868279599,0.07413665846291538
TX000573,AC00471,121.43,2023-03-21 16:20:33,Credit,Sacramento,D000244,171.101.134.74,M062,Branch,52,Engineer,243,1,7365.28,2024-11-04 08:07:28,593.6575810185185,0.016486813807485935,0.20454552233910095
TX000574,AC00461,350.46,2023-12-08 16:16:02,Debit,Nashville,D000079,152.234.65.155,M023,Branch,51,Retired,165,1,5839.38,2024-11-04 08:06:32,331.66006944444445,0.06001664560278659,1.0566843352202357
TX000575,AC00188,220.41,2023-09-04 16:42:49,Credit,El Paso,D000574,133.223.159.151,M059,Online,26,Engineer,155,1,5116.98,2024-11-04 08:10:04,426.6439236111111,0.04307423519341487,0.5166134750835107
TX000576,AC00013,33.46,2023-02-20 16:52:03,Debit,Seattle,D000617,189.248.139.91,M003,ATM,72,Retired,111,1,3641.07,2024-11-04 08:09:12,622.6369097222222,0.00918960635197895,0.05373918487249263
TX000577,AC00345,104.79,2023-08-07 16:06:32,Debit,Denver,D000531,80.247.6.83,M039,ATM,70,Doctor,223,1,1352.19,2024-11-04 08:10:07,454.6691550925926,0.07749650566858209,0.23047527818037206
TX000578,AC00013,246.27,2023-12-27 16:48:30,Debit,Fresno,D000102,144.91.150.133,M058,Online,29,Doctor,141,1,7299.86,2024-11-04 08:10:57,312.6405902777778,0.03373626343518917,0.7877096181951031
TX000579,AC00296,48.85,2023-12-08 16:45:12,Debit,Dallas,D000645,68.254.244.208,M049,ATM,19,Student,176,1,1503.56,2024-11-04 08:07:15,331.6403125,0.0324895581154061,0.14729813644111797
TX000580,AC00192,332.0,2023-04-27 16:27:41,Debit,Charlotte,D000101,197.23.128.119,M038,ATM,69,Retired,17,1,5943.13,2024-11-04 08:07:03,556.652337962963,0.05586281975995813,0.5964225376559718
TX000581,AC00378,118.1,2023-10-31 16:49:13,Debit,Memphis,D000023,110.243.14.36,M071,Online,54,Engineer,167,1,895.66,2024-11-04 08:09:14,369.63890046296297,0.1318580711430677,0.31950100449948005
TX000582,AC00205,84.59,2023-04-19 16:54:46,Credit,Las Vegas,D000560,152.140.239.181,M004,Branch,67,Doctor,10,1,5669.1,2024-11-04 08:07:12,564.6336342592592,0.014921239702951086,0.14981395876455944
